id	word1	word2	headline	task	lora_used	output_finetuned	output_compare
zh_0080	-	-	19块9的新型“付费恋人”，正在横扫七夕？	conan	conan	这是一个新的服务,你付钱给一个女人,然后她告诉你她的男朋友。	"爱情市场上出现了一家新商店，专门出售“付费恋人”，价格只要19块9元。

结果，七夕夜，整个市场都变成了一个大婚纱店了。"
zh_0081	-	-	高考赢家，批量“放弃”清华北大？	conan	conan	当被问及时,他说,“我不想在那里度过我的大学生活。 ”	"高考赢家： ""我们都知道，清华北大是最好的，但是，我们也需要考虑自己的生活质量。""

朋友：""你们想要什么？奢侈品店里的一切？""

高考赢家：""不是，我们只是想要一间能够放下书的房间。"""
zh_0082	-	-	李在明白宫初登场，开启夸夸模式	conan	conan	当然,这是他的新口号“李在明白宫初登场,开启夸夸模式。 ”	"李：""我的皇帝，你的皇帝是谁？ 我的皇帝是那个能让我在明朝时代成为一名著名画家的皇帝！""

皇帝：""你是指我吗？""

李：""当然，当然！你是那个能让我在这里穿着这个裙子的皇帝！"""
zh_0083	-	-	为什么禁止网约车“一口价”既伤乘客，也伤司机？	conan	conan	因为这是我的妻子的生日,我想让她知道我是一个真正的丈夫。	因为这样，司机会被迫吐槽高价格，乘客会被迫吐槽低质量服务，最终两方都会吐槽起来，形成了一场无赢家的吐槽大战。
zh_0084	-	-	驻日美军三架无人机在冲绳“无限期部署”	conan	conan	这是美国军队第一次在任何地方长期部署无人机。	"第一架无人机：""我们可能永远不会离开这里，我们可能成为这个城市的新地标！""

第二架无人机：""不，我们可能会成为这个城市的新噪音！""

第三架无人机：""不，我们可能会成为这个城市的新天空之翼！"""
zh_0085	-	-	俄称击沉一艘乌军侦察舰 乌军证实该舰“遭袭”	conan	conan	俄罗斯说,他们的目标是“沉没”一艘乌军侦察舰,乌克兰说,他们的目标是“沉没”一艘乌军侦察舰。	"乌军官员： ""我们的舰队中有一艘侦察舰，似乎遭到了俄军的攻击。""

助手： ""那就好，我们可以用这艘舰的残骸来制作一些新的墙，防御性建筑的最新模式！""

乌军官员： ""新墙？那我们可以叫它 'Sunken Boat Wall' 吧！"""
zh_0086	-	-	印度打造国产“金穹”系统 面临众多技术难题	conan	conan	印度的“金穹”系统被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“金穹”系统, 它被称为“	"技术部长：""我们需要一个解决方案，快点！""

开发者1：""我有个想法，让我们将这个系统模仿一下印度的喷嚏系统！""

开发者2：""喷嚏系统？那我们就能让它喷嚏出来所有的问题了！"""
zh_0087	-	-	香港艾滋病病毒感染个案连续9年录得下降	conan	conan	这是因为香港人不得不在性爱期间穿着防护服。	"医生：好消息来了，我们似乎在战胜艾滋病！

患者：那我可以开始每天吃两个蛋糕了吗？

医生：不，你只能吃一个，因为你还需要保持健康！"
zh_0088	-	-	伊朗汉学家萨贝基：我为何坚持讲述真实的中国	conan	conan	他说,“我不是为了抹去伊朗的历史,而是为了抹去我的历史。 ”	萨贝基：因为中国的故事比任何幽默小说都要有趣！
zh_0089	-	-	爷爷6000多次弯腰，背出了她的大学路！	conan	conan	爷爷说,“我不知道她是谁,但我很高兴看到她。 ”	"他叹了一口气，抬起了一只手，指向了自己的腰部： ""这个腰部，真是一项伟大的学科！"""
zh_0090	-	-	国内多所高校公布学生会组织机构改革相关进程	conan	conan	这是一个令人震惊的时刻,因为我们终于知道,在我们的学校,“妓女联盟”是什么意思。	"学生会现在像一个公司，每个部门都有自己的 KPI！

或者，现在学生会成了一个独立的行业，竞争激烈！"
zh_0091	-	-	教育部和各省（区、市）开通2025年高考举报电话	conan	conan	这是一个匿名电话,但你必须在2025年之前报名。	"学生：哦，好像有人在我的高考试卷上写了一些奇怪的东西...

老师：是什么？

学生：我想，这可能是他们想要我回答的问题... 但是，我不知道这是什么题目！

老师：这... 这真是一场奇妙的高考！"
zh_0092	-	-	2024中国年度新锐榜发布：“天命人”奋起、“好东西”上桌	conan	conan	这是中国第一次将“好东西”称为“好东西 ” 。	"哎呀，看来这年度新锐榜上有一位名叫""天命人""的新星，他的天赋似乎能让他在任何场合都表现出出色，甚至在吃饭时也能成为""好东西""。"
zh_0093	-	-	桃園豪宅保全太帥！值勤圖網瘋傳　本尊竟是「天菜排長」	conan	conan	他的豪宅保全太帥,他的豪宅保全太帥,他的豪宅保全太帥,他的豪宅保全太帥,他的豪宅保全太帥,他的豪宅保全太帥,他的豪宅保全太帥,他的豪宅保全太帥,他的�����	他竟然还是个宠物爱好者，每天都在喂食一只名叫「天菜排长」的大猫。
zh_0094	-	-	廣東女買早餐｢老闆是16年前初戀｣重遇一刻曝光　進展神速年底結婚	conan	conan	廣東女買早餐｢老闆是16年前初戀｣重遇一刻曝光　進展神速年底結婚。	"老闆嘀咕：""我的天，你还记得我吗？我的咖啡就是你的早餐！""

她笑了：""当然记得了，你的咖啡真的很好喝。""

老闆：""那我们就再结婚一次吧，这次永不分离！"""
zh_0095	-	-	全身覆蓋95％刺青！巴西男手術去除　曝血淚過程：痛到崩潰	conan	conan	他说,“我不知道我的刺青是什麼,但我知道我不想看到它。 ”	"医生：""你知道，我们可以用巧克力抹平你的伤口吗？""
患者：""哦，真的吗？那我就不需要哭了！""
医生：""哦，不是那个巧克力，我是说，我们可以用巧克力色的刺青抹平你的伤口。""
患者：""哦，那我就不需要哭了！"
zh_0096	-	-	韓國藝人「殘酷鄙視鏈」曝光！劉在錫獲獎演員沒在鳥　網友全怒了	conan	conan	劉在錫獲獎演員在鳥的鳥是鳥,而不是鳥。	"劉在錫嘀一句：""我只是想看看鳥的飛行技巧，不是要搶走他的飼料！""

網友一名：""你的飛行技巧比鳥還差，你還是留下來當鳥的飼料吧！""

劉在錫沉默了一下，然後嘀一句：""我可以教你一招，叫做'鳥"
zh_0097	-	-	78歲川普健康問題再引質疑　范斯：隨時準備好「接任總統」	conan	conan	川普回答道 : “ 我不是總統,我是“擁有總統職位的人 ” 。 ”	"范斯：好的，我已经准备好了我的新行政计划：""Make America Laugh Again"" 计划。"
zh_0098	-	-	2025年起連旺6年！「最強運5星座」出爐　事業、財富狂飆	conan	conan	事實上,我的兩個女兒都是這個星座。	"尋找到最強運星座後，下一步就是找到最強運咖啡店了！

每天喝一杯，就能增加運氣50%！

尋找到最強運咖啡店，就能夠成為2025年的大赢家了！"
zh_0099	-	-	八三夭高雄巨蛋開生日趴  女粉穿婚紗現身力挺	conan	conan	八三夭高雄巨蛋的粉絲說,他們不是為了看巨蛋而來的,而是為了看巨蛋的粉絲。	"他惊讶地看着她，""你穿婚紗来我的生日派对？""

她扬了扬嘴角，""我想和你一起开始新的生活。""

他愣了一下，""新的生活？你想和我结婚？"""
zh_0100	-	-	騎YouBike流竄台中！香港詐欺車手狂領147次得手270萬	conan	conan	他的專業是“騎YouBike流竄台中 ” 。	"台中人：""我今天騎YouBike，卻被偷了！""

朋友：""哦，那你可以報警，或者找到那輛被你偷的YouBike，回帶回來。""

你：""不用了，我已經找到了偷 bike 的專業人士，他說他可以幫我收回我的 bike 和 270 萬的����"
zh_0101	喷洒	椅子	-	keywords	keywords	一个男人走进酒吧,坐在一个漂亮的女人旁边的椅子上。他们开始交谈,她问他是否想听一个笑话。他说,“当然,”她说,“一个男人走进酒吧,坐在一个漂亮的女人旁边的椅子上。他们开始交谈,她问他是否想听一个笑话。他说,“当然,”她说,“一个男人走进酒吧	喷洒的椅子，让我在会议上变成了一朵虫巢。
zh_0102	锤击	香蕉	-	keywords	keywords	一个人走进酒吧,看到一个大罐子,里面装满了香蕉。他问酒保说,“那是什么?” 酒保回答说,“这是一个竞争,你必须用你的手指击打香蕉,直到它破裂为止。” 他说,“我可以赢吗?” 酒保说,“是的,你可以赢,但是你必须用你的手指击打香蕉,直	"锤子在敲锤子，突然发现了一个香蕉，锤子说：""哦，我不是锤子了，我是香蕉敲墙的工具！"""
zh_0103	移动	冰箱	-	keywords	keywords	我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在吹风,我的冰箱在��	移动的冰箱，最好的逃跑方式！
zh_0104	锤击	南瓜	-	keywords	keywords	一个男人走进酒吧,看到一个南瓜灯,他问酒保说,“那是什么?” 酒保回答说,“那是一个南瓜灯,你把南瓜摇晃,南瓜摇晃,南瓜摇晃,南瓜摇晃,南瓜摇晃,南瓜摇晃,南瓜摇晃,南�	"锤子在南瓜上锤，说：""我想要一个更平坦的表面，但是我感觉我正在创造一个更平坦的世界！"""
zh_0105	剥皮	南瓜	-	keywords	keywords	一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南瓜田里剥皮,一个男人在南��	"剥皮的时候，发现南瓜里有个小猫，吓了一跳，它说：""我是南瓜猫，只会在秋天出来哦！"""
zh_0106	微波炉	书	-	keywords	keywords	我的微波炉和我的书有什么区别? 我的微波炉可以烤我的书。	微波炉热了一本书，结果它变成了一本烤面包的书。
zh_0107	喷洒	门	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着“喷洒,10美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20美元,打开门,20	喷洒的时候，我突然想到了，门是最坚固的喷洒防护器。
zh_0108	测量	比萨	-	keywords	keywords	一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼店, 一个人走进一个比萨饼	测量一下这片比萨的大小，看看它比我的腹部还要大还是我比它还要大。
zh_0109	拔掉插头	冰箱	-	keywords	keywords	我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插头, 我拔掉了冰箱的插	"拔掉插头，冰箱里的兔子突然冒出来了，说：""我一直在等你们开门！"""
zh_0110	称重	电话	-	keywords	keywords	"我的朋友在电话上称我为""瘦子"" 我的朋友在电话上称我为""瘦子"" 我的朋友在电话上称我为""瘦子"" 我的朋友在电话上称我为""瘦子"" 我的朋友在电话上称我为""瘦子"" 我的朋友在电话上称我为""瘦子"" 我的朋友在"	"电话铃了，听到声音说：""你的包裹已经到了，请注意查收，总共称重 12 斤。""
我问：""那是什么包裹？""
电话声音回答：""我不知道，我只是一个称重机。"""
zh_0111	去籽	番茄	-	keywords	keywords	我去了一家餐馆, 点了番茄酱和薯条。 服务员说, “你想要一些烤薯条吗?” 我说,“不,谢谢,我不是那种人。”	"一个人在厨房里，想要做一道简单的菜。他开始去籽番茄，但是一直在吐槽：""为什么这些番茄都是圆的，我需要方的！"""
zh_0112	喷洒	杯子	-	keywords	keywords	一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个男人走进酒吧, 一个	喷洒的杯子，最适合喝热茶。但是，最后一口却是冰冷的。
zh_0113	关闭	混合器	-	keywords	keywords	我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在我的汽车里 我的朋友在	关闭混合器，我们不需要更多的混沌了！
zh_0114	锤击	番茄	-	keywords	keywords	"我的朋友在我的葬礼上 开始唱着""番茄锤击""的歌 我的妻子说""你不应该这样对他"" 我说""他是我的朋友"""	"锤子在厨房里锤着番茄，妻子问：""你在做什么？"" 锤子回答：""我想让番茄变成圆形！"" 妻子惊叹：""你真是一个奇怪的人！"" 锤子笑着回答：""我想成为一名优秀的圆形番茄锤子！"""
zh_0115	混合	南瓜	-	keywords	keywords	一个男人走进酒吧,看到一个南瓜灯,他问酒保说,“那是什么?” 酒保说,“那是一个南瓜灯,你把南瓜灯撞到南瓜灯上,你会得到一个愿望。” 男人说,“我想成为一个百万富翁。” 男人说,“你得到了一个百万富翁。” 男人说,“你得到了一个百万富��	"南瓜在混合咖啡时，突然发现自己变成了咖啡粉。他喊了喊：""我不是咖啡粉，我是南瓜！"" 咖啡机回答：""不好意思，我只能识别咖啡粉。"""
zh_0116	微波炉	笔记本电脑	-	keywords	keywords	我的笔记本电脑在微波炉里烧了 我的笔记本电脑在微波炉里烧了 我的笔记本电脑在微波炉里烧了 我的笔记本电脑在微波炉里烧了 我的笔记本电脑在微波炉里烧了 我的笔记本电脑在微波炉里烧了 我的笔记本电脑在微波炉	"微波炉：""为什么微波炉喜欢和笔记本电脑一起工作？因为它们都喜欢热身，但是微波炉热身食物，笔记本电脑热身键盘。""

笔记本电脑：""微波炉：你想要热身吗？笔记本电脑：我想要热身键盘，你能帮我吗？"""
zh_0117	钻孔	鸡蛋	-	keywords	keywords	我的邻居在我的后院钻孔, 我的邻居在我的后院钻孔, 我的邻居在我的后院钻孔, 我的邻居在我的后院钻孔, 我的邻居在我的后院钻孔, 我的邻居在我的后院钻孔, 我的邻居在我的后院��	"钻孔的工人问鸡农：""你的鸡蛋很硬吗？""
鸡农回答：""不，但我的鸡蛋很棒，可以钻孔！"""
zh_0118	剥皮	椰子	-	keywords	keywords	一个男人在海滩上走着, 当他看到一个女人躺在海滩上裸体时, 她的乳房被椰子剥皮。他走到她面前说, “嘿,女士,你知道你的乳房被椰子剥皮了吗?”她回答说,“是的,我知道,我在等我丈夫回来,他会用椰子剥皮。”	"剥皮的时候，椰子哼了出一首歌：""剥我剥我，我就是椰子汁！"""
zh_0119	切割	鞋	-	keywords	keywords	"我的朋友在他的鞋子上切了一块薄荷 他说""我的鞋子闻起来像薄荷"" 我说""你的鞋子闻起来像薄荷"" 我说""你的鞋子闻起来像薄荷"""	"一个人问了鞋店老板：""这双鞋能不能切割成两半吗？""
老板回答：""当然可以，但是你要知道，那样你只能穿一半的鞋。""
人：""那我就要两双了。"""
zh_0120	称重	西瓜	-	keywords	keywords	一个男人走进一家商店,问一个男人,“你有没有西瓜?” 男人回答说,“是的,我们有。” 男人问,“你有没有称重?” 男人回答,“是的,我们有。” 男人问,“你有没有称重?” 男人回答,“是的,我们有。” 男人问,“你有没有称重?” 男人回答,“是的,我们有。” 男	"老板：这个西瓜，你知道它的重量吗？
助手：当然，它是一颗心情很重的西瓜。"
zh_0121	锤击	冰箱	-	keywords	keywords	一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱,一个男人走进冰箱	"锤子叮当一声，冰箱里的鸡蛋开始唱歌。
锤子问：""你在唱什么？""
冰箱回答：""我在唱冰箱歌！"""
zh_0122	打开	混合器	-	keywords	keywords	我的朋友在打开我的冰箱时, 撞到了我的鸡鸡, 我的朋友在打开我的冰箱时, 撞到了我的鸡鸡, 我的朋友在打开我的冰箱时, 撞到了我的鸡鸡, 我的朋友在打开我的冰箱时, 撞到了我的鸡鸡, 我的�	"打开了混合器，发现里面有一只小猫。我问它：""你是怎么进来的？"" 它说：""我是从你开始的，你知道，我是混合的！"""
zh_0123	切割	椰子	-	keywords	keywords	我的朋友在脸书上分享了这个笑话,我想分享它。 一个男人在海滩上走着, 当他看到一个女人在海滩上躺着的时候, 她的胸部被椰子切开。 他走到她面前说, “嘿,你的胸部被椰子切开了。” 她回答说,“是的,我在吃椰子,当我的	"一个人问了椰子商店老板：""你能不能帮我切一下这个椰子吗？""
老板回答：""当然可以，但是你知道我用什么来切椰子吗？""
人：""用刀吗？""
老板：""不是，我用你的期望。"""
zh_0124	测量	熏肉	-	keywords	keywords	我的医生告诉我,我需要停止熏肉, 因为它会让我的胃烂。 我告诉他,“我不是吃熏肉,我只是测量它。”	测量一下我的熏肉，看看它是多大了，我想要一个足够大的烤架。
zh_0125	放下	冰箱	-	keywords	keywords	我的妻子在冰箱里放了一瓶啤酒, 我问她为什么,她说,“因为我想看你的表情,当你发现它的时候。” 我说,“我不会发现它,因为我不会去冰箱。”	"人：我想知道为什么我的冰箱里面的东西总是放不下？

机器人：因为你一直在试图放进去一只大象，对吧？"
zh_0126	测量	南瓜	-	keywords	keywords	一个男人在南瓜田里工作,他的老板告诉他,他必须测量南瓜的体积。他的老板告诉他,他必须测量南瓜的体积。他的老板告诉他,他必须测量南瓜的体积。他的老板告诉他,他必须测量南瓜的体积。他的老板告诉他,他必须测量南瓜的体积。他的老板告诉他,他	测量一下南瓜，发现它比我高了一点，我就知道了，我今天吃的是大瓜！
zh_0127	切割	笔记本电脑	-	keywords	keywords	我的笔记本电脑上有一个恶心的病毒, 我的笔记本电脑上有一个恶心的病毒, 我的笔记本电脑上有一个恶心的病毒, 我的笔记本电脑上有一个恶心的病毒, 我的笔记本电脑上有一个恶心的病毒, 我的笔记本电脑上有一个恶心的病毒, 我	切割了笔记本电脑，现在它只能当作一张大的画板使用了。
zh_0128	洗	键盘	-	keywords	keywords	我的洗衣机键盘上有个小洞, 所以我把它扔了出去, 我的洗衣机键盘上有个小洞, 所以我把它扔了出去, 我的洗衣机键盘上有个小洞, 所以我把它扔了出去, 我的洗衣机键盘上有个小洞, 所以我把它扔了出去, 我的洗衣机键盘上有	"洗完键盘后，发现了一个新的按键，写了一句：""我今天洗了洗键盘，发现了一个新的按键，它写了一句：'我昨天没洗过键盘'。"""
zh_0129	摇晃	树	-	keywords	keywords	一个男人在树林里徒步旅行, 当他看到一个女人裸体地躺在地上时, 他走在树林里, 她的腿开着, 她的阴道里有一只苍蝇, 她的阴道里有一只苍蝇, 她的阴道里有一只苍蝇, 她的阴道里有一只苍蝇, 她的	"摇晃的树说：""我的头发好像变得更长了！""
树旁的小鸟回答：""不，你只是在摇晃。"""
zh_0130	滚动	土豆	-	keywords	keywords	"我的朋友在他的汽车里 开始滚动 他说""我的汽车坏了"" 我说""你的汽车坏了"" 他说""我的汽车坏了"" 我说""你的汽车坏了"" 他说""我的汽车坏了"" 我说""你的汽车坏了"" 他说""我的汽车坏了"" 我说"	滚动的土豆，看起来像是在唱歌。
zh_0131	扔	电话	-	keywords	keywords	一个男人在电话上接了一个电话,他的妻子说,“你的妹妹在电话里,她想和你说话。”他说,“告诉她我下班后再打电话给她。”他妻子说,“她说她会等,但她很生气。”他说,“告诉她我下班后再打电话给她。”他妻子说,“她说她会等,但她很生气。”他说,“	朋友问我为什么手机屏幕突然变黑了，我说，因为我扔了电话。他问我为什么会这样做，我说，因为我想听到那个妹子的声音。他说，那你不是扔了电话吗？我说，我知道，但是她的声音真的很好听。
zh_0132	扔	橙子	-	keywords	keywords	一个男人走进酒吧,看到一个橙子在酒吧里,他问酒保说,“那是什么?” 酒保说,“那是个橙子,你可以喝杯酒,吃橙子,或者你可以把橙子扔到地上,然后我会给你一个免费的手工作。” 男人说,“我会喝杯酒,吃橙子。” 男人说,“我会�	扔了一橙子，下面的猫咪吼了一声，似乎是因为它想要那个橙子。
zh_0133	煎炸	电话	-	keywords	keywords	一个男人在电话上接了一个电话,他的妻子说,“你的妹妹在电话里,她想和你说话。”他说,“告诉她我下班后再打电话给她。”他妻子说,“她说她要煎饼。”他说,“告诉她我下班后再打电话给她。”他妻子说,“她说她要煎饼。”他说,“告诉	"一个人在煎炸鸡蛋，电话响了，他抬起手机，说：""喂？我正在煎炸我的未来！"""
zh_0134	锤击	微波	-	keywords	keywords	我的微波炉在锤击我的头部, 我的微波炉在锤击我的头部, 我的微波炉在锤击我的头部, 我的微波炉在锤击我的头部, 我的微波炉在锤击我的头部, 我的微波炉在锤击我的头部, 我的微波炉在锤击我的头部, 我	锤子在微波里锤了一下，突然发现了一个热锤子的饺子！
zh_0135	拔掉插头	电话	-	keywords	keywords	我拔掉了我的电话, 因为我不想再听到 关于他们的新电话了 我拔掉了我的电话, 因为我不想再听到 关于他们的新电话了	拔掉插头，电话变成了手机。现在我们都在拔掉自己的头。
zh_0136	称重	南瓜	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着:“如果你能让我们的鸡巴 在南瓜上称重,你可以免费喝酒。” 于是他走到后面,拿了南瓜,把南瓜放在他的鸡巴上,然后把它称重。 酒保说,“100磅。” 酒保说,“100磅。” 酒保说,“10	"南瓜：""我想知道我的重量是多少？""
称重机：""你比我重！""
南瓜：""那我真的很高兴了，因为我是南瓜！"""
zh_0137	测量	微波	-	keywords	keywords	我的妻子在我们的微波炉里放了一碗水, 并说,“我希望它变成汤。” 我说,“你应该测量它。”	"微波炉测量了我的胃口，结果显示：""大火，大饭""。"
zh_0138	称重	番茄	-	keywords	keywords	我的朋友在我的葬礼上 称我为一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个好朋友 他们说我是一个	"一个老板在餐厅里面，看到一个厨师在称重番茄。老板问：""你为什么要这么精确地称重番茄？"" 厨师回答：""因为我要准备一道精致的番茄汤，每个番茄都很重要。"" 老板惊讶地问：""那你还要称重番茄皮吗？"" 厨师回答：""当然"
zh_0139	测量	西瓜	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着:“如果你能测量你的阴茎,你可以免费喝一杯。”他走到酒保那里,问他:“如果我测量我的阴茎,我就可以免费喝一杯吗?” 酒保回答说,“是的,如果你测量你的阴茎,你就可以免费喝一��	"测量一下西瓜的重量，发现它比我重。我问西瓜：""你为什么要这么重？"" 西瓜说：""因为我要成为一个重量级拳手！"""
zh_0140	扔	勺子	-	keywords	keywords	一个人走进酒吧,看到一个牌子,上面写着“喝一品脱,得到一个勺子,喝两品脱,得到一个勺子,喝三品脱,得到一个勺子,喝三品脱,得到一个勺子,喝三品脱,得到一个勺子,喝三品脱,得到一个勺子,喝三品��	"一个人在厨房里扔了勺子，下一个人问： ""你在做什么，扔勺子的游戏开始了吗？"""
zh_0141	微波炉	鞋	-	keywords	keywords	我的妻子在微波炉里烤鞋 我的妻子在微波炉里烤鞋 我的妻子在微波炉里烤鞋 我的妻子在微波炉里烤鞋 我的妻子在微波炉里烤鞋 我的妻子在微波炉里烤鞋 我的妻子在	微波炉热了鞋，结果发现了一个新的鞋型：烫鞋！
zh_0142	扔	衬衫	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着:“如果你能跳过这个酒吧,你可以免费喝一杯。”他决定尝试一下,他跳过酒吧,然后酒保扔了他的衬衫。他说,“如果你能跳过这个酒吧,你可以免费喝一杯。”他决定尝试一下,他跳过酒吧,然后酒保扔了	"一个人扔了一袋衬衫，下一个人问： ""你在做什么？"" 答： ""我在扔衣服，但是这个衬衫是我的！"""
zh_0143	测量	烤箱	-	keywords	keywords	我的烤箱测量了我的阴茎 我的烤箱测量了我的阴茎 我的烤箱测量了我的阴茎 我的烤箱测量了我的阴茎 我的烤箱测量了我的阴茎 我的烤箱测量了我的阴茎 我的烤箱测量了我的阴茎 我	测量一下烤箱内的温度，发现它正在烤 350 度的烤鸡，但是烤箱里却有个小猫在睡觉。我问小猫，你知道你在哪里吗？小猫挠了挠头，说：我知道我在烤箱里，但是我不知道我在做什么。
zh_0144	喝	蛋	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着:“啤酒:1美元,香肠:2美元,性:20美元。”他问酒保说,“啤酒:1美元,香肠:2美元,性:20美元。”他问酒保说,“啤酒:1美元,香肠:2美元,性:20美元。”他问酒保说,“啤酒:1美元	"一个人在喝蛋汤，突然发现了一个问题：""为什么蛋汤不能喝得像牛奶一样？""
""因为蛋汤不是牛奶，它是牛奶加了蛋的结果。""
""哦，那我就不能喝蛋汤像喝牛奶了吗？""
""当然可以，但是你可能会感觉"
zh_0145	扔	曲奇饼	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着“如果你能跳过这个曲奇饼,你可以免费喝一杯。” 于是他跳过曲奇饼,然后他看到另一个牌子,上面写着“如果你能跳过这个曲奇饼,你可以免费喝一杯。” 于是他跳过曲奇饼,然后他看到另一个牌子,上面写	扔了一块曲奇饼，发现它飞了很远，原来我的手力真的很强！
zh_0146	混合	电话	-	keywords	keywords	我的朋友在电话上混合了英语和法语。 我的朋友在电话上混合了英语和法语。 我的朋友在电话上混合了英语和法语。 我的朋友在电话上混合了英语和法语。 我的朋友在电话上混合了英语和法语。 我的朋友在电话上混合了英语和法语。 我的朋友在	"一个人在喝咖啡时，手机响了。他抬起头，看到是妻子的电话。他抱着咖啡杯，怔怔地问：""你是不是想要我的咖啡吗？"" 妻子回答：""不，我想要你的混合咖啡机。"""
zh_0147	锤击	车	-	keywords	keywords	一位金发女郎在路上开车, 当她的汽车坏了时, 她走到路边, 敲了一位金发女郎的窗户。 金发女郎说, “ 你需要帮忙吗? ” 金发女郎说, “ 我的车坏了,我需要去城里。 ”金发女郎说, “ 我会帮你,但你必须给我一些东西。 ”金发女郎说, “ 好吧	"锤子在敲车门，车说：""哦，你想开车吗？""
锤子回答：""不是，我只是想听听音效。"""
zh_0148	钻孔	瓶子	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着“如果你能用两个字说三个字,你可以免费喝一杯。” 于是他走到酒保那里,说“我能免费喝一杯吗?” 酒保说“当然,你能用两个字说三个字吗?” 他说“嗯,我能用两个字说三个字吗?” 酒保说“嗯,我能用两个字	"钻孔了一瓶水，结果发现里面装了一只小鲨鱼。
鲨鱼说：""我一直在这里，你们为什么不用瓶子来捕鱼？"""
zh_0149	切割	毛巾	-	keywords	keywords	一个男人走进酒吧,看到一个大胸部的女人,他走到她面前,说:“嘿,你想要什么?”她回答说:“我想要一杯啤酒和一根雪茄。”他说:“我会给你一杯啤酒和一根雪茄。”他说:“我会给你一杯啤酒和一根雪茄。”他说:“我会给你一��	"一个人在厨房里切割毛巾，妻子问：""你在做什么？""
他回答：""我在做一些手工裁缝，这个毛巾太长了。"""
zh_0150	锤击	鞋	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着:“如果你能跳过这个酒吧,你可以免费喝一杯。”他决定尝试一下,所以他跳过酒吧,然后酒保鞭打他,然后给他一杯饮料。他问酒保,“为什么你鞭打我?”他回答说,“因为你跳过我的鞋子。”	"锤子在鞋子上锤了好几下，鞋子说：""我不知道我是谁，但我知道我不是锤子！"""
zh_0151	锤击	蛋	-	keywords	keywords	一个男人走进酒吧,看到一个牌子,上面写着:“如果你能用两个字说两个字,你可以免费喝一杯。”他走到酒保那里,说“����������������������������������������������������������������������	"锤子在厨房里锤着砖块，妻子问：""你在做什么？""
锤子回答：""我在制作蛋糕，但是这个蛋太硬了，所以我想用锤子来帮忙。"""
